-180 -2.0969899E-16 0.0060000168
-179 0.16400369 0.006521584
-178 0.32722166 0.0080856504
-177 0.48106357 0.010690309
-176 0.59984344 0.014332388
-175 0.65216637 0.019007448
-174 0.63583845 0.024709797
-173 0.58429462 0.031432483
-172 0.53197449 0.039167315
-171 0.49436605 0.047904875
-170 0.47327265 0.05763451
-169 0.46559265 0.06834437
-168 0.46763989 0.080021411
-167 0.47641897 0.092651397
-166 0.48975262 0.10621895
-165 0.50611401 0.12070753
-164 0.5244385 0.13609949
-163 0.54397768 0.15237607
-162 0.56419718 0.16951746
-161 0.58470857 0.18750274
-160 0.6052236 0.20631003
-159 0.62552404 0.22591642
-158 0.64544123 0.246298
-157 0.66484219 0.26742995
-156 0.68362039 0.28928649
-155 0.70168859 0.31184104
-154 0.71897465 0.33506611
-153 0.73541796 0.35893339
-152 0.75096697 0.38341379
-151 0.76557773 0.40847751
-150 0.77921212 0.43409401
-149 0.79183739 0.46023208
-148 0.80342501 0.48685986
-147 0.81395042 0.51394492
-146 0.82339239 0.54145426
-145 0.83173281 0.56935436
-144 0.83895636 0.59761119
-143 0.84505051 0.62619036
-142 0.85000503 0.65505713
-141 0.8538121 0.68417621
-140 0.85646611 0.71351212
-139 0.85796356 0.74302924
-138 0.85830307 0.77269149
-137 0.85748518 0.80246276
-136 0.85551238 0.8323068
-135 0.85238916 0.86218727
-134 0.84812152 0.89206767
-133 0.84271759 0.92191172
-132 0.83618695 0.95168298
-131 0.82854098 0.98134518
-130 0.81979269 1.0108622
-129 0.80995667 1.0401981
-128 0.79904902 1.0693171
-127 0.78708744 1.0981836
-126 0.77409083 1.1267627
-125 0.7600798 1.1550195
-124 0.74507612 1.1829195
-123 0.72910297 1.2104286
-122 0.71218461 1.2375135
-121 0.69434673 1.2641411
-120 0.67561603 1.2902789
-119 0.6560204 1.3158952
-118 0.63558865 1.3409587
-117 0.61435068 1.3654389
-116 0.59233731 1.3893059
-115 0.5695802 1.4125307
-114 0.546112 1.4350849
-113 0.52196592 1.4569411
-112 0.49717596 1.4780728
-111 0.47177684 1.498454
-110 0.44580385 1.51806
-109 0.41869688 1.5368669
-108 0.39169872 1.5548518
-107 0.36423448 1.5719928
-106 0.33634132 1.5882689
-105 0.30805674 1.6036603
-104 0.2794185 1.6181484
-103 0.25046456 1.6317154
-102 0.22123304 1.6443448
-101 0.19176212 1.6560214
-100 0.16209006 1.6667305
-99 0.13225511 1.6764596
-98 0.10229542 1.6851965
-97 0.072249077 1.6929306
-96 0.042153981 1.6996526
-95 0.012047824 1.7053541
-94 -0.018031957 1.7100284
-93 -0.048048228 1.7136697
-92 -0.077964209 1.7162734
-91 -0.10774351 1.7178366
-90 -0.13735019 1.7183572
-89 -0.16674876 1.7178346
-88 -0.19590428 1.7162695
-87 -0.22478235 1.7136638
-86 -0.25334918 1.7100205
-85 -0.2815716 1.7053443
-84 -0.30941707 1.6996406
-83 -0.33685386 1.6929166
-82 -0.36385086 1.6851804
-81 -0.39037776 1.6764414
-80 -0.41640505 1.6667103
-79 -0.44190404 1.6559988
-78 -0.46684685 1.6443201
-77 -0.4912065 1.6316884
-76 -0.51495689 1.6181189
-75 -0.53807288 1.6036284
-74 -0.56053013 1.5882344
-73 -0.58230537 1.5719557
-72 -0.60337633 1.554812
-71 -0.62372154 1.5368242
-70 -0.64332068 1.5180144
-69 -0.6621545 1.4984055
-68 -0.68020451 1.478021
-67 -0.6974535 1.4568862
-66 -0.71388519 1.4350264
-65 -0.72948444 1.4124686
-64 -0.74423701 1.3892399
-63 -0.75812984 1.365369
-62 -0.77115095 1.3408846
-61 -0.78328925 1.3158166
-60 -0.79453504 1.2901957
-59 -0.80487937 1.264053
-58 -0.8143146 1.2374202
-57 -0.82283401 1.2103298
-56 -0.830432 1.1828147
-55 -0.8371042 1.1549085
-54 -0.84284711 1.1266452
-53 -0.84765834 1.0980589
-52 -0.85153675 1.0691848
-51 -0.85448211 1.0400578
-50 -0.85649532 1.0107132
-49 -0.8575784 0.98118693
-48 -0.8577345 0.95151472
-47 -0.85696775 0.92173266
-46 -0.85528356 0.89187706
-45 -0.85268837 0.86198407
-44 -0.84918982 0.83208996
-43 -0.84479672 0.80223113
-42 -0.8395192 0.77244377
-41 -0.83336866 0.74276394
-40 -0.82635766 0.71322763
-39 -0.81850058 0.68387061
-38 -0.80981302 0.65472829
-37 -0.80031258 0.62583601
-36 -0.79001856 0.59722847
-35 -0.77895254 0.5689401
-34 -0.76713872 0.5410049
-33 -0.75460404 0.51345634
-32 -0.74137914 0.48632714
-31 -0.72749895 0.45964953
-30 -0.71300364 0.43345499
-29 -0.69794029 0.40777409
-28 -0.68236452 0.38263655
-27 -0.66634345 0.35807097
-26 -0.64995903 0.33410484
-25 -0.63331372 0.31076419
-24 -0.61653781 0.28807345
-23 -0.59980047 0.26605499
-22 -0.58332622 0.24472876
-21 -0.56741953 0.22411163
-20 -0.55250305 0.20421636
-19 -0.53917694 0.18505028
-18 -0.52831399 0.16661315
-17 -0.52121413 0.14889421
-16 -0.519858 0.13186747
-15 -0.52732509 0.1154854
-14 -0.54846573 0.099670686
-13.8 -0.67119998 0.15508001
-13.5 -0.53539997 0.14747
-13.4 -0.8502 0.094190001
-13.2 -0.77160001 0.11119
-13 -0.73519999 0.092670001
-12.9 -0.94080001 0.071359999
-12.8 -0.76389998 0.10729
-12.7 -0.9648 0.066100001
-12.6 -0.97649997 0.063780002
-12.5 -0.98769999 0.061650001
-12.4 -0.99839997 0.059700001
-12.3 -1.0084 0.057920001
-12.2 -1.0179 0.05627
-12.1 -1.0267 0.054740001
-12 -1.0348001 0.053309999
-11.9 -1.0423 0.051970001
-11.8 -1.0489 0.05068
-11.7 -1.0538 0.049309999
-11.6 -1.0577 0.047979999
-11.5 -1.0607001 0.046709999
-11.4 -1.0628999 0.045469999
-11.3 -1.0646 0.044270001
-11.2 -1.0659 0.043110002
-11.1 -1.0667 0.042020001
-11 -1.0671999 0.04104
-10.9 -1.0633 0.039799999
-10.8 -1.056 0.038869999
-10.7 -1.0489 0.038169999
-10.6 -1.0416 0.037530001
-10.5 -1.035 0.036850002
-10.4 -1.029 0.036109999
-10.3 -1.0233001 0.035360001
-10.2 -1.0178 0.034619998
-10.1 -1.0125999 0.033890001
-10 -1.0078 0.033209998
-9.8999996 -1.0024 0.032480001
-9.8000002 -0.99299997 0.031580001
-9.6999998 -0.98460001 0.031029999
-9.6000004 -0.97659999 0.03052
-9.5 -0.96869999 0.029990001
-9.3999996 -0.96100003 0.029449999
-9.3000002 -0.95359999 0.028929999
-9.1999998 -0.94660002 0.02847
-9.1000004 -0.93779999 0.027690001
-9 -0.9289 0.02716
-8.8999996 -0.92040002 0.02674
-8.8000002 -0.91219997 0.026310001
-8.6999998 -0.90399998 0.025869999
-8.6000004 -0.89600003 0.025490001
-8.5 -0.88739997 0.02485
-8.3999996 -0.87879997 0.024390001
-8.3000002 -0.87050003 0.02403
-8.1999998 -0.86220002 0.023669999
-8.1000004 -0.85399997 0.02335
-8 -0.84579998 0.02279
-7.9000001 -0.83770001 0.02241
-7.8000002 -0.82950002 0.02208
-7.6999998 -0.82130003 0.02177
-7.5999999 -0.81339997 0.02131
-7.5 -0.8057 0.02094
